"ShopID","ShopName","Address","Landmark","Area","City","Pincode","Latitude","Longitude","State","StartTime","EndTime","OpenMonday","OpenTuesday","OpenWednesday","OpenThursday","OpenFriday","OpenSaturday","OpenSunday","CheckOpen","StorePhoneAreaCode","StorePhoneNumber","MerchantID","ShopAddDate","MallFlag","ShopActive","ShopSource","ShopSourceValue","ShopAddedBy","ShopEditedBy","ShopLastEdited"
"2254","Kainoosh","122 - 124, Ground Floor, DLF Promenade, Vasant Kunj",,"Vasant Vihar","New Delhi",,"28.5273352","77.1515453","New Delhi","12 Noon to 1 AM",,"1","1","1","1","1","1","1","1",,"9560715533","2154","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
"2255","Elf Cafe & Bar","A-26, 2nd Floor, Hauz Khas Village, Hauz Khas",,"Siri Fort","New Delhi",,"28.5526560","77.2087449","New Delhi","12 Noon to 1 AM",,"1","1","1","1","1","1","1","1",,"9560715533","2155","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
"2256","Urban Knights","N-4, N Block Market, Greater Kailash 1",,"Netaji Nagar","New Delhi",,"28.5770918","77.1869777","New Delhi","11 AM to 1 AM",,"1","1","1","1","1","1","1","1",,"8588822017","2156","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
"2257","Sakleys The Mountain Cafe","M 23, M Block Market, Greater Kailash I",,"Hauz Khas","New Delhi",,"28.5770918","77.1869777","New Delhi","11 AM to 11 PM",,"1","1","1","1","1","1","1","1",,"9873160659","2157","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
"2258","Turquoise Cottage-TC Original 1997","MA 03, Restaurant Block, District Centre, DLF Place Mall, Saket",,"Saket","New Delhi",,"28.5245787","77.2066150","New Delhi","12 Noon to 12:50 AM",,"1","1","1","1","1","1","1","1",,"9818182812","2158","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
"2259","Striker Pub and Kitchen","T318, Ambience Mall, Vasant Kunj",,"Sector 24","Gurgaon",,"28.5041655","77.0967265","Haryana","12 Noon to 12:30 AM",,"1","1","1","1","1","1","1","1",,"011-40870040","2159","2015-01-06",,"Y","Data Upload","Bootlegger","Monish","Monish","2016-02-09 00:00:00"
"2260","Keya","122-124, DLF Promenade, Ground Floor, Vasant Kunj",,"Vasant Vihar","New Delhi",,"28.5273352","77.1515453","New Delhi","12.30 PM to 1 AM",,"1","1","1","1","1","1","1","1",,"9560715533","2160","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
"2261","Raas","9 A, Hauz Khas Village",,"Sarvapriya Vihar","New Delhi",,"28.5494489","77.2001368","New Delhi","12 Noon to 1 AM",,"1","1","1","1","1","1","1","1",,"011-66891738","2161","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
"2262","The Acquarium Lounge","M-79, First Floor , Greater Kailash II",,"Malviya Nagar","New Delhi",,"28.5374511","77.2151643","New Delhi","12 Noon to 12 Midnight",,"1","1","1","1","1","1","1","1",,"8130666521","2162","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
"2263","Raasta","30, First Floor,  Hauz Khas Village",,"Malviya Nagar","New Delhi",,"28.5374511","77.2151643","New Delhi","12 Noon to 12.30 AM",,"1","1","1","1","1","1","1","1",,"011-40623028","2163","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
"2264","Mia Bella","50 A, Hauz Khas Village (3rd & 4th Floor)",,"Hauz Khas Village ","New Delhi",,"28.6093581","77.1866615","New Delhi","12 Noon to 1 AM",,"1","1","1","1","1","1","1","1",,"9911381122","2164","2015-01-06",,"Y","Data Upload","Bootlegger","Monish",,"0000-00-00 00:00:00"
